From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Length,Interacts with
HLA-B,G1EPK8,unreviewed,G1EPK8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPK9,unreviewed,G1EPK9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL0,unreviewed,G1EPL0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL1,unreviewed,G1EPL1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL2,unreviewed,G1EPL2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL3,unreviewed,G1EPL3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL4,unreviewed,G1EPL4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL5,unreviewed,G1EPL5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL6,unreviewed,G1EPL6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL7,unreviewed,G1EPL7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL8,unreviewed,G1EPL8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPL9,unreviewed,G1EPL9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM0,unreviewed,G1EPM0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM1,unreviewed,G1EPM1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM2,unreviewed,G1EPM2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM3,unreviewed,G1EPM3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM4,unreviewed,G1EPM4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM5,unreviewed,G1EPM5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM6,unreviewed,G1EPM6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM7,unreviewed,G1EPM7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM8,unreviewed,G1EPM8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPM9,unreviewed,G1EPM9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN0,unreviewed,G1EPN0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN1,unreviewed,G1EPN1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN2,unreviewed,G1EPN2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN3,unreviewed,G1EPN3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN4,unreviewed,G1EPN4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN5,unreviewed,G1EPN5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN6,unreviewed,G1EPN6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN7,unreviewed,G1EPN7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN8,unreviewed,G1EPN8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPN9,unreviewed,G1EPN9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP0,unreviewed,G1EPP0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP1,unreviewed,G1EPP1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP2,unreviewed,G1EPP2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP3,unreviewed,G1EPP3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP4,unreviewed,G1EPP4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP5,unreviewed,G1EPP5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP6,unreviewed,G1EPP6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP7,unreviewed,G1EPP7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP8,unreviewed,G1EPP8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPP9,unreviewed,G1EPP9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ0,unreviewed,G1EPQ0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ1,unreviewed,G1EPQ1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ2,unreviewed,G1EPQ2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ3,unreviewed,G1EPQ3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ4,unreviewed,G1EPQ4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ5,unreviewed,G1EPQ5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ6,unreviewed,G1EPQ6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ7,unreviewed,G1EPQ7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ8,unreviewed,G1EPQ8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPQ9,unreviewed,G1EPQ9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR0,unreviewed,G1EPR0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR1,unreviewed,G1EPR1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR2,unreviewed,G1EPR2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR3,unreviewed,G1EPR3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR4,unreviewed,G1EPR4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR5,unreviewed,G1EPR5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR6,unreviewed,G1EPR6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR7,unreviewed,G1EPR7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR8,unreviewed,G1EPR8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPR9,unreviewed,G1EPR9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS0,unreviewed,G1EPS0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS1,unreviewed,G1EPS1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS2,unreviewed,G1EPS2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS3,unreviewed,G1EPS3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS4,unreviewed,G1EPS4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS5,unreviewed,G1EPS5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS6,unreviewed,G1EPS6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS7,unreviewed,G1EPS7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS8,unreviewed,G1EPS8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPS9,unreviewed,G1EPS9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT0,unreviewed,G1EPT0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT1,unreviewed,G1EPT1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT2,unreviewed,G1EPT2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT3,unreviewed,G1EPT3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT4,unreviewed,G1EPT4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT5,unreviewed,G1EPT5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT6,unreviewed,G1EPT6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT7,unreviewed,G1EPT7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT8,unreviewed,G1EPT8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPT9,unreviewed,G1EPT9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU0,unreviewed,G1EPU0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU1,unreviewed,G1EPU1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU2,unreviewed,G1EPU2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU3,unreviewed,G1EPU3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU4,unreviewed,G1EPU4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU5,unreviewed,G1EPU5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU6,unreviewed,G1EPU6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU7,unreviewed,G1EPU7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU8,unreviewed,G1EPU8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPU9,unreviewed,G1EPU9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV0,unreviewed,G1EPV0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV1,unreviewed,G1EPV1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV2,unreviewed,G1EPV2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV3,unreviewed,G1EPV3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV4,unreviewed,G1EPV4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV5,unreviewed,G1EPV5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV6,unreviewed,G1EPV6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV7,unreviewed,G1EPV7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV8,unreviewed,G1EPV8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPV9,unreviewed,G1EPV9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW0,unreviewed,G1EPW0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW1,unreviewed,G1EPW1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW2,unreviewed,G1EPW2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW3,unreviewed,G1EPW3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW4,unreviewed,G1EPW4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW5,unreviewed,G1EPW5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW6,unreviewed,G1EPW6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW7,unreviewed,G1EPW7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW8,unreviewed,G1EPW8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPW9,unreviewed,G1EPW9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX0,unreviewed,G1EPX0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX1,unreviewed,G1EPX1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX2,unreviewed,G1EPX2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX3,unreviewed,G1EPX3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX4,unreviewed,G1EPX4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX5,unreviewed,G1EPX5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX6,unreviewed,G1EPX6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX7,unreviewed,G1EPX7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX8,unreviewed,G1EPX8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPX9,unreviewed,G1EPX9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY0,unreviewed,G1EPY0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY1,unreviewed,G1EPY1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY2,unreviewed,G1EPY2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY3,unreviewed,G1EPY3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY4,unreviewed,G1EPY4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY5,unreviewed,G1EPY5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY6,unreviewed,G1EPY6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY7,unreviewed,G1EPY7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY8,unreviewed,G1EPY8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPY9,unreviewed,G1EPY9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ0,unreviewed,G1EPZ0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ1,unreviewed,G1EPZ1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ2,unreviewed,G1EPZ2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ3,unreviewed,G1EPZ3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ4,unreviewed,G1EPZ4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ5,unreviewed,G1EPZ5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ6,unreviewed,G1EPZ6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ7,unreviewed,G1EPZ7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ8,unreviewed,G1EPZ8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EPZ9,unreviewed,G1EPZ9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ00,unreviewed,G1EQ00_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ01,unreviewed,G1EQ01_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ02,unreviewed,G1EQ02_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ03,unreviewed,G1EQ03_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ04,unreviewed,G1EQ04_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ05,unreviewed,G1EQ05_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ06,unreviewed,G1EQ06_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ07,unreviewed,G1EQ07_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ08,unreviewed,G1EQ08_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ09,unreviewed,G1EQ09_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ10,unreviewed,G1EQ10_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ11,unreviewed,G1EQ11_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ12,unreviewed,G1EQ12_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ13,unreviewed,G1EQ13_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ14,unreviewed,G1EQ14_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ15,unreviewed,G1EQ15_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ16,unreviewed,G1EQ16_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ17,unreviewed,G1EQ17_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ18,unreviewed,G1EQ18_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ19,unreviewed,G1EQ19_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ20,unreviewed,G1EQ20_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ21,unreviewed,G1EQ21_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ22,unreviewed,G1EQ22_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ23,unreviewed,G1EQ23_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ24,unreviewed,G1EQ24_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ25,unreviewed,G1EQ25_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ26,unreviewed,G1EQ26_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ27,unreviewed,G1EQ27_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1EQ28,unreviewed,G1EQ28_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G1UK08,unreviewed,G1UK08_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G3CC81,unreviewed,G3CC81_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3CC82,unreviewed,G3CC82_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3CCB5,unreviewed,G3CCB5_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G3CCE5,unreviewed,G3CCE5_HUMAN,MHC class I antigen,HLA-B,283,
HLA-B,G3D6I7,unreviewed,G3D6I7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6I8,unreviewed,G3D6I8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6I9,unreviewed,G3D6I9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J0,unreviewed,G3D6J0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J1,unreviewed,G3D6J1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J2,unreviewed,G3D6J2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J3,unreviewed,G3D6J3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J4,unreviewed,G3D6J4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J5,unreviewed,G3D6J5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J6,unreviewed,G3D6J6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J7,unreviewed,G3D6J7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J8,unreviewed,G3D6J8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6J9,unreviewed,G3D6J9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K0,unreviewed,G3D6K0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K1,unreviewed,G3D6K1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K2,unreviewed,G3D6K2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K3,unreviewed,G3D6K3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K4,unreviewed,G3D6K4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K5,unreviewed,G3D6K5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K6,unreviewed,G3D6K6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K7,unreviewed,G3D6K7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3D6K8,unreviewed,G3D6K8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G3ETQ6,unreviewed,G3ETQ6_HUMAN,MHC class I antigen,HLA-B,280,
HLA-B,G3FIP8,unreviewed,G3FIP8_HUMAN,MHC class I antigen,HLA-B,312,
HLA-B,G3LHV2,unreviewed,G3LHV2_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G3LX85,unreviewed,G3LX85_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G4V4C1,unreviewed,G4V4C1_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G4XFZ9,unreviewed,G4XFZ9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G4XG00,unreviewed,G4XG00_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G4XG01,unreviewed,G4XG01_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G4XG02,unreviewed,G4XG02_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G4XG03,unreviewed,G4XG03_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G4XG04,unreviewed,G4XG04_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G4XN19,unreviewed,G4XN19_HUMAN,MHC class I antigen,HLA-B,362,
HLA-B,G5CBS6,unreviewed,G5CBS6_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G5DSS2,unreviewed,G5DSS2_HUMAN,MHC class I antigen,HLA-B,362,
HLA-B,G7ZKB5,unreviewed,G7ZKB5_HUMAN,HLA class I histocompatibility antigen (MHC class I antigen),HLA-B,362,
HLA-B,G8B1Z2,unreviewed,G8B1Z2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8FT56,unreviewed,G8FT56_HUMAN,MHC class I antigen,HLA-B,275,
HLA-B,G8G136,unreviewed,G8G136_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GBV2,unreviewed,G8GBV2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GIE4,unreviewed,G8GIE4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GIE5,unreviewed,G8GIE5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GIE6,unreviewed,G8GIE6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GIF0,unreviewed,G8GIF0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GIF3,unreviewed,G8GIF3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GJB7,unreviewed,G8GJB7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GJB8,unreviewed,G8GJB8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GJB9,unreviewed,G8GJB9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GJC0,unreviewed,G8GJC0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GKQ6,unreviewed,G8GKQ6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8GW79,unreviewed,G8GW79_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8HT89,unreviewed,G8HT89_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8HT90,unreviewed,G8HT90_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8HT91,unreviewed,G8HT91_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G8ZB26,unreviewed,G8ZB26_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9DBG5,unreviewed,G9DBG5_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G9DBG7,unreviewed,G9DBG7_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G9DBG8,unreviewed,G9DBG8_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G9DBG9,unreviewed,G9DBG9_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G9DBH0,unreviewed,G9DBH0_HUMAN,MHC class I antigen,HLA-B,312,
HLA-B,G9DBH1,unreviewed,G9DBH1_HUMAN,MHC class I antigen,HLA-B,312,
HLA-B,G9DBH2,unreviewed,G9DBH2_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G9FP30,unreviewed,G9FP30_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9FP31,unreviewed,G9FP31_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9FS20,unreviewed,G9FS20_HUMAN,HLA class I histocompatibility antigen (MHC class I antigen),HLA-B,362,
HLA-B,G9FS21,unreviewed,G9FS21_HUMAN,MHC class I antigen,HLA-B,362,
HLA-B,G9FTK3,unreviewed,G9FTK3_HUMAN,MHC class I antigen,HLA-B,312,
HLA-B,G9FTK4,unreviewed,G9FTK4_HUMAN,MHC class I antigen,HLA-B,312,
HLA-B,G9FXM6,unreviewed,G9FXM6_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G9G7Y4,unreviewed,G9G7Y4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9G830,unreviewed,G9G830_HUMAN,MHC class I antigen,HLA-B,273,
HLA-B,G9HRK5,unreviewed,G9HRK5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRK6,unreviewed,G9HRK6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRK7,unreviewed,G9HRK7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRK8,unreviewed,G9HRK8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRK9,unreviewed,G9HRK9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRL0,unreviewed,G9HRL0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRL3,unreviewed,G9HRL3_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRL4,unreviewed,G9HRL4_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRL5,unreviewed,G9HRL5_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRL6,unreviewed,G9HRL6_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRL7,unreviewed,G9HRL7_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRL8,unreviewed,G9HRL8_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRL9,unreviewed,G9HRL9_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRM0,unreviewed,G9HRM0_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRM1,unreviewed,G9HRM1_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HRM2,unreviewed,G9HRM2_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW34,unreviewed,G9HW34_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW35,unreviewed,G9HW35_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW36,unreviewed,G9HW36_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW37,unreviewed,G9HW37_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW38,unreviewed,G9HW38_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW39,unreviewed,G9HW39_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW40,unreviewed,G9HW40_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW41,unreviewed,G9HW41_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW42,unreviewed,G9HW42_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW43,unreviewed,G9HW43_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW44,unreviewed,G9HW44_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW45,unreviewed,G9HW45_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW46,unreviewed,G9HW46_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW47,unreviewed,G9HW47_HUMAN,MHC class I antigen,HLA-B,181,
HLA-B,G9HW48,unreviewed,G9HW48_HUMAN,MHC class I antigen,HLA-B,181,
